BN1	prologo	al	lector	tienese	por	cosa	cierta	asi	entre	los	auctores	griegos	como	entre	los	latinos	que	el	imbentor	de	la	medicina	fue	solo	dios	immortal	y	cierto	ba	funda	en	racon	-	la	tal	aberiguacion	porque	se	de	saber	y	parece	cossa	ymposible	que	vn	honbre	cillo	bocal	y	firmado	de	vn	poco	de	lodo	el	qual	apenas	behe	-	lo	que	tiene	delante	de	los	ojos	pueda	de	simismo	-	comprehender	o	alcancar	tantos	y	tan	sublimes	misterios	quantos	contiene	en	si	el	arte	medicinal	si	el	que	le	dio	bida	y	ser	no	se	los	declarara	por	donde	todos	nos	debemos	persuadir	y	creher	que	aquel	sumo	architecto	nuestro	y	fabricador	de	cielos	y	tierra	luego	que	formo	al	hombre	conociendo	su	flaqueza	y	enfermedades	a	las	quales	auia	de	estar	sujeto	como	padre	piadoso	nos	enseño	y	cada	dia	nos	enseña	los	remedios	para	ellas	em	primer	lugar	las	enseno	a	nuestros	primeros	padres	y	de	mano	en	mano	bino	a	parar	a	nosotros	sus	sucesores	sabemos	tanbien	que	despues	que	sobre	latierra	-	solo	quedo	trohe	con	-	sola	su	familia	-	abiendose	-	perdido	lo	mejor	de	ella	tubo	paternal	prodencia	por	medio	de	angeles	y	hõbres	ylustrados	de	su	diuina	probidencia	y	assimismo	-	por	medio	de	animales	terrestres	bolatiles	y	aquaticos	de	asta	el	dia	de	oi	hirnos	comunicando	esta	ciencia	y	prolongando	este	continuado	fabor	y	consuelo	en	este	destierro	y	balle	de	la	grismas	como	padre	amorosisimo	a	tan	miserables	y	pobres	criaturas	suias	para	que	de	los	nuebos	beneficios	como	de	nuebo	presente	y	regolo	le	seamos	cada	dia	mas	agradecidos	A	salomon	dio	la	birtud	de	la	sabiduria	con	la	qual	bio	y	entendio	quantas	plantas	animales	y	metales	y	piedras	-	encierra	la	redondez	del	hororbe	-	y	sus	qualidades	y	birtudes	escribio	las	y	por	vsar	la	ingratitud	humana	mal	de	ellas	sin	agradecimiento	a	su	criador	segun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sentir	de	hombres	doctos	y	graues	avctores	permitio	se	aruynasen	tales	libros	para	por	medio	de	otras	criaturas	suias	poco	a	poco	hir	las	camunicando	como	se	be	a	las	claras	que	asta	el	dia	de	oy	nos	continua	poco	a	poco	este	fabor	avnque	como	aingratos	-	y	por	que	no	nos	ensoberbezcamos	-	como	nuestros	antecesores	-	nos	las	declara	-	escasamente	criando	y	sacando	del	ser	de	la	nada	hombres	con	particular	inclinacion	al	descubrimiento	y	aberiguacion	de	las	plantas	y	otros	de	los	methales	otros	de	los	piedras	ya	ottros	-	al	mode	de	vsarlas	y	prepararlas	qual	a	vn	dios	corides	vn	mathiolo	senense	vn	andres	delaguna	-	y	otros	barios	que	dejo	en	esta	facultad	eminentes	y	peregrinos	como	plinio	guerta	menardes	pizon	bonti	sirena	leon	-	y	bauthin	que	son	los	que	asta	oy	e	podido	leher	sus	obras	que	con	particular	boca<…>cion	los	inclino	el	todo	poderos	al	descubrimiento	de	los	simples
BN2	prologo	al	lector	tienese	por	cosa	cierta	asi	entre	los	auctores	griegos	como	entre	los	latinos	que	el	imbentor	de	la	medicina	fue	solo	dios	immortal	y	cierto	ba	fundada	en	racon	-	la	tal	aberiguacion	porque	se	deja	ver	y	parece	cosa	ymposible	que	vn	hombrecillo	-	bocal	y	formado	de	vn	poco	de	lodo	el	qual	apenasvee	-	-	lo	que	tiene	delante	de	los	ojos	pueda	de	si	mismo	comprehender	o	alcancar	tantos	y	tan	sublimes	misterios	quantos	contiene	en	si	el	arte	medicinal	si	el	que	le	dio	vida	y	ser	no	se	los	declarara	por	donde	todos	nos	debemos	persuadir	y	creher	que	aquel	sumo	architecto	nuestro	y	fabricador	de	cielos	y	tierra	luego	que	formo	al	hombre	conociendo	su	flaqueza	y	enfermedades	a	las	quales	auia	de	estar	sujeto	como	padre	piadoso	nos	enseño	y	cada	dia	nos	enseña	los	remedios	para	ellas	em	primer	lugar	las	enseño	a	nuestros	primeros	padres	y	de	mano	en	mano	bino	a	parar	a	nosotros	sus	sucesores	sabemos	tambien	que	despues	que	sobre	la	tierra	solo	quedo	noe	con	-	sola	su	familia	-	abiendose	-	perdido	lo	mejor	de	ella	tubo	paternal	probidencia	por	medio	de	angeles	y	hombres	ylustrados	de	su	diuina	probidencia	y	assi	mismo	por	medio	de	animales	terestres	bolatiles	y	aquaticos	de	asta	el	dia	de	oi	hirnos	comunicando	esta	ciencia	y	prolongando	este	continuado	fabor	y	consuelo	en	este	destierro	y	balle	de	lagrimas	-	como	padre	amorosisimo	a	tan	miserables	y	pobres	criaturas	suias	para	que	de	los	nuebos	beneficios	como	de	nuebo	presente	y	regalo	le	seamos	cada	dia	mas	agradecidos	A	salomon	dio	la	birtud	de	la	sabiduria	con	la	qual	bio	y	entendio	quantas	plantas	animales	y	metales	y	piedras	-	encierra	la	redondez	del	h	orbe	y	sus	qualidades	y	virtudes	escribio	las	y	por	vsar	la	ingratitud	humana	mal	de	ellas	sin	agradecimiento	a	su	criador	segun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sentir	de	hombres	doctos	y	graues	auctores	permitio	se	aruynasen	tales	libros	para	por	medio	de	otras	criaturas	suias	poco	a	poco	hirlas	comunicando	-	como	sebe	-	a	las	cl<a>ras	que	asta	el	dia	de	oy	nos	continua	poco	a	poco	este	fabor	avnque	como	a	ingratos	y	porque	-	no	no<s	en	soberbezcamos	<c>omo	nu<est>ros	anteceso	res	nos	las	declara	-	escasamente	criando	y	sacando	del	ser	de	la	nad<a	hombres	com	particular	inclinacion	al	descubrimiento	y	aberiguacion	-	las	plantas	y	otros	de	los	methales	otros	de	los	piedras	y	a	otros	al	mod<o	de	vsarlas	y	prepararlas	qual	a	vn	dioscorides	-	vn	ma<thiolo	senense	vn	andres	de	laguna	y	otros	barios	que	dejo	en	esta	facultad	eminentes	y	peregrinos	como	plinio	guerta	menardes	pizon	bonti	sirena	leon	-	y	bauthin	que	son	los	que	asta	oy	e	podido	leher	sus	obras	qu<e	con	particular	bocasion	los	inclino	el	todo	poderoso	al	descubrimiento	de	los	simples
MMV	PRÓLOGO	AL	LECTOR	tiénese	por	cosa	cierta	así	entre	los	autores	griegos	como	entre	los	latinos	que	el	inventor	de	la	medicina	fue	solo	dios	inmortal	y	cierto	va	fundada	en	razón	de	-	tal	averiguación	porque	debe	-	saber	y	parece	cosa	imposible	que	un	hombrecillo	local	-	y	formado	de	un	poco	de	lodo	el	cual	apenas	ve	-	lo	que	tiene	delante	de	los	ojos	pueda	de	sí	mismo	comprender	o	alcanzar	tantos	y	tan	sublimes	misterios	cuantos	contiene	en	sí	el	arte	medicinal	si	el	que	le	dio	vida	y	ser	no	se	los	declarara	por	donde	todos	nos	debemos	persuadir	y	creer	que	aquel	sumo	arquitecto	nuestro	y	fabricador	de	cielos	y	tierra	luego	que	formó	al	hombre	conociendo	su	flaqueza	y	enfermedades	a	las	cuales	había	de	estar	sujeto	como	padre	piadoso	nos	enseñó	y	cada	día	nos	enseña	los	remedios	para	ellas	en	primer	lugar	los	enseñó	a	nuestros	primeros	padres	y	de	mano	en	mano	vino	a	parar	a	nosotros	sus	sucesores	sabemos	también	que	después	que	sobre	la	tierra	sólo	quedó	noé	con	sólo	-	su	familia	-	habiéndose	-	perdido	lo	mejor	de	ella	tuvo	paternal	prudencia	por	medio	de	ángeles	y	hombre	ilustrados	de	su	divina	providencia	y	así	mismo	por	medio	de	animales	terrestres	volátiles	y	acuáticos	de	hasta	el	día	de	hoy	irnos	comunicando	esta	ciencia	y	prolongando	este	continuado	favor	y	consuelo	en	este	destino	y	valle	de	lágrimas	-	como	padre	amorosísimo	o	tan	miserables	y	pobres	criaturas	suyas	para	que	de	los	nuevos	beneficios	como	de	nuevo	presente	y	regalo	le	seamos	cada	día	muy	agradecidos	a	salomón	dio	la	virtud	de	la	sabiduría	con	la	cual	vio	y	entendió	cuantas	plantas	animales	y	metales	y	piedras	-	encierra	la	redondez	del	-	orbe	y	sus	cualidades	y	virtudes	escribiólas	-	y	por	usar	la	ingratitud	humana	mal	de	ellas	sin	agradecimiento	a	su	criador	lo	que	va	entre	corchetes	queda	sobreentendido	en	la	frase	pero	no	están	puestos	en	el	original	manuscrito	según	sentir	de	hombres	doctos	y	graves	actores	permitió	se	arruinasen	tales	libros	para	por	medio	de	otras	criaturas	suyas	poco	a	poco	irlas	comunicando	-	como	se	ve	a	las	claras	que	hasta	el	día	de	hoy	nos	continúa	poco	a	poco	este	favor	aunque	como	-	ingratos	y	porque	-	no	nos	ensoberbezcamos	-	como	nuestros	antecesores	-	nos	las	declara	-	escasamente	criando	y	sacando	del	ser	de	la	nada	hombres	con	particular	inclinación	al	descubrimiento	y	averiguación	de	las	plantas	y	otros	de	los	metales	otros	de	las	piedras	y	a	otros	al	modo	de	usarlas	y	prepararlas	cual	a	un	dioscórides	-	un	mathiolo	senense	un	andrés	de	laguna	y	otros	varios	que	dejo	en	esta	facultad	eminentes	y	peregrinos	como	plinio	huerta	monardes	pizón	bonti	sirena	VIII	león	y	bauthin	que	son	los	que	hasta	hoy	he	podido	leer	sus	obras	que	con	particular	vocación	los	inclinó	al	todopoderoso	-	al	descubrimiento	de	los	simples
Quintana	prólogo	al	lector	tienese	por	cosa	cierta	asi	entre	los	autores	griegos	como	entre	los	latinos	q.e	el	inventor	de	la	medicina	fué	solo	dios	inmortal	y	cierto	va	fundada	en	tal	razon	la	tal	averiguacion	porque	se	deja	ver	y	parece	cosa	imposible	que	un	hombrecillo	basal	-	y	formando	de	un	poco	de	lodo	el	cual	á	penas	vé	lo	que	tiene	delante	de	los	ojos	pueda	de	si	mismo	comprender	ó	alcanzar	tantos	y	tan	sublimados	misterios	cuantos	contiene	en	si	el	arte	medicinal	si	el	que	le	dió	vida	y	ser	no	se	los	declara	por	donde	todos	nos	debemos	persuadir	y	creer	que	aquel	sumo	arquitecto	nuestro	y	fabricador	de	cielos	y	tierra	luego	que	formó	al	hombre	conociendo	su	flaqueza	y	enfermedades	á	las	cuales	habia	de	estar	sujeto	como	padre	piadoso	nos	enseño	y	cada	dia	nos	enseña	los	remedios	para	ellas	en	primer	lugar	las	enseñó	á	nuestros	primeros	padres	y	de	mano	en	mano	vino	á	parar	á	nosotros	sus	sucesores	sabemos	tambien	que	despues	que	sobre	la	tierra	solo	quedó	noé	con	-	-	su	familia	sola	-	habiendose	perdido	lo	mejor	de	ella	tuvo	paternal	providencia	por	medio	de	angeles	y	hombres	ilustrados	de	su	divina	providencia	y	asi	mismo	por	medio	de	animales	terrestres	volatiles	y	acuaticos	de	hasta	el	dia	de	hoy	irnos	comunicando	esta	ciencia	y	prolongando	este	continuado	favor	y	consuelo	en	este	destierro	y	valle	de	lagrimas	-	como	padre	amorosisimo	á	tan	miserables	y	pobres	criaturas	suyas	para	que	de	los	nuebos	beneficios	como	de	nuebo	presente	y	regalo	le	seamos	cada	dia	mas	agradecidos	A	saloman	dió	la	virtud	de	la	saviduria	con	lo	cual	vió	y	entendió	cuantas	plantas	animales	-	metales	y	piedras	que	encierra	la	redondez	del	-	orbe	y	sus	cualidades	y	virtudes	escribiolas	-	y	por	usar	la	ingratitud	humana	mal	de	ellas	sin	agradecimiento	á	su	criador	segun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sentir	de	hombres	doctos	y	graves	autores	permitió	se	arruinasen	tales	lbros	para	por	medio	de	otras	criaturas	suyas	poco	á	poco	irlas	comunicando	-	como	se	vé	á	las	claras	que	hasta	el	dia	de	hoy	nos	continua	poco	á	poco	este	favor	aunque	como	á	:ingratos	y	porque	-	no	nos	ensorbebezcamos	-	como	nuestros	antecesores	-	nos	las	dá	clara	escasamente	criando	y	sacando	del	ser	de	la	nada	hombres	con	particular	inclinacion	al	descubrimiento	y	averiguacion	de	las	plantas	y	otros	de	los	metales	otros	de	las	piedras	y	-	otros	al	modo	de	usarlas	y	preparadas	cual	á	un	dios	corides	un	mathiolo	senense	un	andres	de	laguna	y	otros	varios	que	dejo	en	esta	facultad	eminentes	y	peregrinos	como	plinio	huerta	menardes	pisón	bonti	sirena	leon	-	y	bauthin	que	son	los	que	hasta	hoy	he	podido	leér	sus	obras	que	con	particular	vocacion	bs	inclinó	el	todo-poderoso	-	al	descubrimiento	de	los	simples


BN1	y	arte	medicinal	esto	digo	amigo	lector	porque	no	pienses	que	esto	es	acaso	o	pasa	como	suelen	decir	algunos	por	genios	de	naturaleza	-	que	ciegos	quieren	obscurecer	y	borrar	la	grandeza	de	la	diuina	probidencia	para	con	sus	criaturas	puedote	decir	como	cossa	cierta	que	desde	que	me	acuerdo	tener	vso	de	razon	me	siento	inclinado	al	desco	de	conocer	y	saber	la	birtud	de	las	plantas	y	el	curar	con	ellas	a	mi	y	a	mis	proximos	y	a	ellas	debo	la	bida	por	tres	beces	que	de	barias	enfermedades	y	heridas	mortales	de	necesidad	segun	barios	avtores	afirman	no	ser	curables	y	si	no	me	quieres	creher	te	puedo	enseñar	dos	cicatrisces	en	parte	bien	peligrosas	y	mui	penetrantes	con	nerbios	contusos	y	descubiertos	y	no	solo	-	a	mi	sino	tanbien	a	-	barios	en	casos	mui	apr<e>tados	que	no	refiero	en	la	obra	por	no	parecer	alabanzas	propias	esta	inclinacion	de	la	diuina	bondad	a	mi	dada	por	sola	su	gran	misericordia	desde	niño	como	dejo	dicho	me	a	siempre	como	nostreñido	y	biolentado	a	meterme	por	bosques	sierras	mui	emcumbradas	y	de	-	pequeños	peligros	avn	-	despues	que	estoi	en	religion	-	atropellando	barias	yncomodidades	y	trabajos	a	fin	de	salta	con	mi	yntento	y	cierto	que	muchas	beces	me	elaba	de	frio	y	otras	de	calor	y	todo	ello	lo	doi	por	bien	empleado	por	el	seruicio	que	en	ello	juzgo	aber	echo	a	la	dibina	bondan	como	tan	amante	de	sus	amados	yjuelos	y	criaturas	de	la	tierra	lo	que	te	puede	asegurar	es	que	las	plantas	que	aqui	todos	-	pintadas	son	berdaras	medicinas	p.a	lo	que	te	prometen	curar	que	por	espacio	de	treinta	y	vn	años	que	ha	que	comence	a	curar	en	el	-	ospital	<gnat	de	madri<d	algunas	de	ellas	he	reconocido	sus	birtudes	y	maiormente	de	12	años	a	la	que	por	allarme	en	estas	tierras	de	la	america	sin	botica	ni	boticarios	me	bio	forcado	a	-	con	ellas	acerme	avtor	de	botica	confecionando	vnas	-	con	otras	qual	se	puede	ber	en	sus	tratados	por	lo	qual	te	pido	que	si	en	algo	reconocieres	hierro	me	disculpes	em	parte	porque	no	siendo	de	mi	estado	el	escriuir	libros	con	nuebo	modo	de	composiciones	y	descubrimiento	de	estrañ<a>s	y	peregrinos	simples	en	estas	partes	puedes	estar	cierto	me	muebe	mas	la	caridad	de	hacer	bien	a	mis	hermanos	que	la	ambicion	de	autor	de	vn	libro	y	si	quisieres	ber	por	tus	ojos	la	berdad	que	en	ello	se	alla	llegate	adonde	-	yo	asisto	y	traeme	el	simple	que	quisieres	o	que	dudares	ser	berdadera	su	birtud	y	beras	que	aplicado	en	la	forma	que	digo	y	con	las	circustancias	que	pide	la	medicina	si	es	berdadero	o	no	lo	que	digo	como	quien	lo	ha	esperimentado	esta	es	con	la	practica	en	el	tiempo	dicho	que	algunos	de	los	tales	simples	ba	para	18	años	que	estoi	aberiguando	sus	qualidades	segun
BN2	y	arte	medicinal	esto	digo	amigo	lector	porq	no	pienses	Q	esto	es	a<ca>so	o	pasa	como	suelen	decir	algunos	por	genios	de	natural<e	za	que	ciegos	quieren	obscurecer	y	borrar	la	grandeza	de	la	diuina	probidencia	para	con	sus	criaturas	puedote	decir	como	cossa	cierta	que	desde	que	-	acuerdo	tener	vso	de	razon	me	siento	inclinado	al	deseo	de	conocer	y	saber	la	birtud	de	las	plantas	y	el	curar	con	ellas	a	mi	y	a	mis	proximos	y	a	ellas	debo	la	bida	por	tres	beces	que	de	barias	enfermedades	y	heridas	mortales	de	necedidad	segun	barios	avtores	afirman	n<o	ser	curables	Y	sino	-	me	quieres	creher	te	puedo	enseñar	dos	cicatrices	en	partes	bien	peligrosas	y	mui	penetrantes	con	nerbio<s	contusos	y	descubiertos	y	no	solo	-	a	mi	sino	tambien	a	-	barios	en	casos	mui	apretados	que	no	refiero	en	la	obra	por	no	parecer	alabanzas	propias	esta	inclinacion	de	la	diuina	bondad	a	mi	dada	por	sola	su	gran	misericordia	desde	niño	como	dejo	dicho	me	a	siempre	como	costreñido	y	biolentado	a	meterme	por	bosques	sierras	mui	emcubrada<s	-	de	no	pequeños	peligros	a	vn	despues	Q	estoi	en	religion	-	atropellando	barias	yncomodidades	y	trabajos	a	fin	de	salir	con	mi	yntento	y	cierto	Q	muchas	beces	me	elaba	de	frio	y	otras	de	calor	y	todo	ello	lo	doi	por	bien	empleado	por	el	seruicio	que	en	ello	juzgo	aber	echo	a	la	diuina	bondad	co<m>o	tan	amante	de	sus	amados	yjuelos	-	criaturas	de	la	tierra	lo	Q	te	puedo	asegurar	es	Q	las	plantas	Q	aqui	te	doi	pintadas	son	berdaderas	medicinas	<p>a	lo	que	t<e	prometen	curar	Q	por	espacio	de	treinta	y	vn	años	Q	ha	que	co<m>ence	a	curar	en	el	-	ospital	general	de	madrir	alg,as	de	ellas	he	reconocido	sus	birtudes	y	maiormente	de	12	años	aca	Q	-	por	allarme	en	estas	tierras	de	la	america	sin	botica	ni	boticarios	me	beo	forcado	a	-	con	ellas	acerme	avtor	de	botica	confecionando	vnas	-	con	otras	qual	se	puede	ber	en	sus	tratados	por	lo	qual	te	pido	que	si	en	algo	reconocieres	hierro	me	disculpes	em	parte	porque	no	siendo	de	mi	estado	el	escriuir	libros	con	nuebo	modo	de	composiciones	y	descubrimiento	de	estraños	y	peregrinos	simples	en	estas	partes	puedes	estar	cierto	me	muebe	mas	la	caridad	de	hacer	bien	a	mis	hermanos	que	la	ambicion	de	autor	de	vn	libro	y	<si	quisieres	ber	por	tus	ojos	la	berdad	que	en	ello	se	alla	llegate	adonde	-	yo	asisto	y	traeme	el	simple	que	quisieres	o	que	dudares	ser	be<r>dadera	su	birtud	y	beras	que	aplicado	en	la	forma	que	digo	y	con	las	circustancias	que	pide	la	medicina	si	es	berdadero	o	no	lo	que	digo	como	quien	lo	ha	esperimentado	esto	es	con	la	practica	en	el	tiempo	dicho	Q	algunos	de	los	tales	simples	ba	para	18	años	que	estoi	aberiguando	sus	qualidades	segun
MMV	y	arte	medicinal	esta	digo	amigo	lector	porque	no	pienses	que	esto	es	acaso	o	paja	como	suelen	decir	algunos	por	genio	de	naturaleza	-	que	ciegos	quieren	oscurecer	y	borrar	la	grandeza	de	la	divina	providencia	para	con	sus	criaturas	puédote	decir	como	cosa	cierta	que	desde	que	me	acuerdo	tener	uso	de	razón	me	siento	inclinado	al	desconocer	-	-	y	saber	la	virtud	de	las	plantas	y	el	curar	con	ella	a	mí	y	a	mis	próximos	y	a	ellas	debo	la	vida	por	tres	veces	que	de	varias	enfermedades	y	heridas	mortales	de	necesidad	según	varios	autores	afirman	no	ser	curables	y	si	no	me	quieres	creer	te	puedo	enseñar	dos	cicatrices	en	parte	bien	peligrosas	y	muy	penetrantes	con	nervios	contusos	y	descubiertos	y	no	sólo	-	a	mí	sino	también	a	-	varios	en	casos	muy	apretados	que	no	refiero	en	la	obra	por	no	parecer	alabanzas	propias	esta	inclinación	de	la	divina	bondad	a	mí	dada	por	sola	su	gran	misericordia	desde	niño	como	dejo	dicho	me	ha	siempre	como	constreñido	y	violentado	a	meterme	por	bosques	sierras	muy	encumbradas	y	de	no	pequeños	peligros	aun	después	-	que	estoy	en	religión	o	atropellando	varias	incomodidades	y	trabajos	a	fin	de	saltar	con	mi	intento	y	cierto	que	muchas	veces	me	helaba	de	frío	y	otras	de	calor	y	todo	ello	lo	doy	por	bien	empleado	por	el	servicio	que	en	ello	juzgo	haber	hecho	a	la	divina	bondad	como	tan	amante	de	sus	amados	hijuelos	y	criaturas	de	la	tierra	lo	que	te	puede	asegurar	es	que	las	plantas	que	aquí	todos	-	pintadas	son	verdaderas	medicinas	para	lo	que	te	prometen	curar	que	por	espacio	de	treinta	y	un	años	que	ha	que	comencé	a	curar	en	el	h	ospital	general	de	madrid	algunas	de	ellas	he	reconocido	sus	virtudes	y	mayormente	de	12	años	a	la	que	por	hallarme	en	estas	tierras	de	la	américa	sin	botica	ni	boticarios	me	vio	forzado	a	-	con	ellas	hacerme	autor	de	botica	confeccionando	-	unas	con	otras	cual	se	puede	ver	en	sus	tratados	por	lo	cual	te	pido	que	siendo	-	algo	-	yerro	me	disculpes	en	parte	porque	no	siendo	de	mi	estado	el	escribir	libros	con	nuevo	modo	de	composiciones	y	descubrimientos	de	extraños	y	peregrinos	simples	en	estas	partes	puedes	estar	cierto	me	mueve	más	la	caridad	de	hacer	bien	a	mis	hermanos	que	la	ambición	de	autor	de	un	libro	y	si	quieres	ver	por	tus	ojos	la	verdad	que	en	ello	se	halla	llégate	a	donde	yo	asisto	y	tráeme	el	simple	que	quieres	o	que	dudares	ser	verdadera	su	virtud	y	verás	que	aplicado	en	la	forma	que	digo	y	con	las	circunstancias	que	pide	la	medicina	si	es	verdadero	o	no	lo	que	digo	como	quien	lo	ha	experimentado	ésta	es	con	la	práctica	en	el	tiempo	dicho	que	algunos	de	los	tales	simples	va	para	18	años	que	estoy	averiguando	sus	cualidades	según
